,movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
775,The City of Lost Children,1995,R,"['Drama', ' Fantasy', ' Sci-Fi']",112,7.5,73,70019,75.0
776,Enemy Mine,1985,PG-13,"['Action', ' Adventure', ' Drama']",108,6.8,59,49636,68.0
777,The Avengers,1998,PG-13,"['Action', ' Adventure', ' Sci-Fi']",89,3.8,12,44573,38.0
778,The Transformers: The Movie,1986,PG,"['Animation', ' Action', ' Adventure']",84,7.2,43,40705,72.0
779,Shivers,1975,R,"['Horror', ' Sci-Fi']",87,6.4,58,22165,64.0
780,Demonic,2021,R,"['Drama', ' Horror', ' Sci-Fi']",104,4.3,36,5480,43.0
781,Alligator,1980,R,"['Horror', ' Sci-Fi', ' Thriller']",91,6.1,62,14421,61.0
782,G-Force,2009,PG,"['Animation', ' Action', ' Adventure']",88,5.1,41,48241,51.0
783,Rollerball,2002,PG-13,"['Action', ' Sci-Fi', ' Sport']",98,3.1,14,28811,31.0
784,Rabid,1977,R,"['Horror', ' Sci-Fi']",91,6.3,56,20244,63.0
785,Nowhere,1997,R,"['Comedy', ' Drama', ' Sci-Fi']",82,6.4,44,9641,64.0
786,The Forgotten,2004,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91,5.8,43,67303,58.0
787,UHF,1989,PG-13,"['Comedy', ' Sci-Fi']",97,6.9,32,29994,69.0
788,The Relic,1997,R,"['Horror', ' Mystery', ' Sci-Fi']",110,5.8,55,28983,58.0
789,Creature from the Black Lagoon,1954,G,"['Horror', ' Sci-Fi']",79,6.9,68,32258,69.0
790,The Pod Generation,2023,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",101,5.8,63,181,58.0
791,Tau,2018,R,"['Sci-Fi', ' Thriller']",97,5.8,43,32959,58.0
792,Memoria,2021,PG,"['Drama', ' Mystery', ' Sci-Fi']",136,6.5,91,9769,65.0
793,Happy Death Day 2U,2019,PG-13,"['Comedy', ' Horror', ' Mystery']",100,6.2,57,79333,62.0
794,Ghosts of Mars,2001,R,"['Action', ' Horror', ' Sci-Fi']",98,4.9,35,56139,49.0
795,The Rover,2014,R,"['Action', ' Crime', ' Drama']",103,6.4,64,49767,64.0
796,The Stepford Wives,2004,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",93,5.3,42,67942,53.0
797,Silent Running,1972,G,"['Drama', ' Sci-Fi']",89,6.6,67,30370,66.0
798,Midnight Special,2016,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",112,6.6,76,82339,66.0
799,Splinter,2008,R,"['Crime', ' Horror', ' Sci-Fi']",82,6.1,58,39350,61.0
800,Battle Beyond the Stars,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",104,5.5,59,9614,55.0
801,Halloween III: Season of the Witch,1982,R,"['Horror', ' Mystery', ' Sci-Fi']",98,5.1,50,57146,51.0
802,Humanoids from the Deep,1980,R,"['Horror', ' Sci-Fi']",80,5.7,49,9791,57.0
803,Repo Men,2010,R,"['Action', ' Sci-Fi', ' Thriller']",111,6.3,32,108772,63.0
804,Time Lapse,2014,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",104,6.5,50,47306,65.0
805,Underworld: Awakening,2012,R,"['Action', ' Fantasy', ' Horror']",88,6.3,39,157735,63.0
806,Smoking Causes Coughing,2022,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",77,6.5,74,2186,65.0
807,Night of the Creeps,1986,R,"['Comedy', ' Horror', ' Sci-Fi']",88,6.7,62,24827,67.0
808,Runaway,1984,PG-13,"['Action', ' Crime', ' Sci-Fi']",99,5.8,50,13903,58.0
809,*batteries not included,1987,PG,"['Comedy', ' Family', ' Fantasy']",106,6.6,54,36628,66.0
810,District B13,2004,R,"['Action', ' Crime', ' Sci-Fi']",84,7.1,70,72034,71.0
811,Air,2015,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,5.1,33,12343,51.0
812,Kids vs. Aliens,2022,TV-MA,"['Horror', ' Sci-Fi']",75,5.2,51,904,52.0
813,America: The Motion Picture,2021,TV-MA,"['Animation', ' Action', ' Adventure']",98,5.6,38,6934,56.0
814,The Andromeda Strain,1971,G,"['Mystery', ' Sci-Fi', ' Thriller']",131,7.2,60,38809,72.0
815,Timecrimes,2007,R,"['Horror', ' Mystery', ' Sci-Fi']",92,7.1,68,66014,71.0
816,Phenomenon,1996,PG,"['Drama', ' Fantasy', ' Romance']",123,6.4,41,81514,64.0
817,Pokémon: The First Movie - Mewtwo Strikes Back,1998,G,"['Animation', ' Action', ' Adventure']",96,6.2,35,44386,62.0
818,Zone 414,2021,R,"['Sci-Fi', ' Thriller']",98,5.0,36,4984,50.0
819,SpaceCamp,1986,PG,"['Adventure', ' Family', ' Sci-Fi']",107,5.7,40,15417,57.0
820,The Omega Man,1971,PG,"['Action', ' Drama', ' Sci-Fi']",98,6.4,56,32767,64.0
821,The Hidden,1987,R,"['Horror', ' Sci-Fi', ' Thriller']",97,7.0,69,21219,70.0
822,Atlas Shrugged: Part I,2011,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",97,5.6,28,14031,56.0
823,Shin Ultraman,2022,,"['Action', ' Adventure', ' Drama']",118,6.5,85,2633,65.0
824,Sweetheart,2019,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",82,5.8,71,9073,58.0
825,Timecop,1994,R,"['Action', ' Crime', ' Sci-Fi']",99,5.9,48,61485,59.0
826,The Blob,1958,Approved,"['Horror', ' Sci-Fi']",86,6.3,58,27769,63.0
827,Baby Geniuses,1999,PG,"['Comedy', ' Crime', ' Family']",97,2.5,6,27089,25.0
828,Chain Reaction,1996,PG-13,"['Action', ' Drama', ' Sci-Fi']",107,5.6,43,54035,56.0
829,How I Live Now,2013,R,"['Action', ' Adventure', ' Drama']",101,6.4,57,31209,64.0
830,IO,2019,TV-14,"['Adventure', ' Drama', ' Sci-Fi']",96,4.8,40,35387,48.0
831,Galaxy of Terror,1981,R,"['Action', ' Adventure', ' Horror']",81,5.0,38,8271,50.0
832,The Fly II,1989,R,"['Drama', ' Horror', ' Sci-Fi']",105,5.1,36,23820,51.0
833,Future World,2018,R,"['Action', ' Adventure', ' Sci-Fi']",88,3.2,10,6595,32.0
834,V/H/S/2,2013,R,"['Horror', ' Sci-Fi']",96,6.0,49,41859,60.0
835,The Rage: Carrie 2,1999,R,"['Drama', ' Horror', ' Sci-Fi']",104,4.8,42,17138,48.0
836,Thunderbirds,2004,PG,"['Action', ' Adventure', ' Comedy']",95,4.3,36,14168,43.0
837,Troll Hunter,2010,PG-13,"['Drama', ' Fantasy', ' Horror']",103,6.9,61,77270,69.0
838,Equals,2015,PG-13,"['Drama', ' Romance', ' Sci-Fi']",101,6.0,43,31733,60.0
839,Quarantine,2008,R,"['Horror', ' Sci-Fi', ' Thriller']",89,5.9,53,75180,59.0
840,Seeking a Friend for the End of the World,2012,R,"['Adventure', ' Comedy', ' Drama']",101,6.7,59,116795,67.0
841,Songbird,2020,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",84,4.8,27,10878,48.0
842,Teenage Mutant Ninja Turtles III,1993,PG,"['Action', ' Adventure', ' Comedy']",96,4.8,40,34579,48.0
843,Over the Moon,2020,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,60,23705,63.0
844,Babylon A.D.,2008,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,5.5,26,97123,55.0
845,The Zero Theorem,2013,R,"['Comedy', ' Drama', ' Fantasy']",107,6.0,50,48583,60.0
846,Black Box,2020,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",100,6.2,62,15960,62.0
847,Cosmic Sin,2021,R,"['Action', ' Sci-Fi']",88,2.5,9,14273,25.0
848,Jin-Roh: The Wolf Brigade,1999,R,"['Animation', ' Action', ' Drama']",102,7.3,59,17702,73.0
849,Stay Alive,2006,PG-13,"['Fantasy', ' Horror', ' Mystery']",85,5.0,24,33196,50.0
850,Firestarter,1984,R,"['Action', ' Horror', ' Sci-Fi']",114,6.0,50,35570,60.0
851,Zombie Strippers!,2008,R,"['Comedy', ' Horror', ' Sci-Fi']",94,4.1,45,18672,41.0
852,Frankenweenie,2012,PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,111833,69.0
853,A Boy and His Dog,1975,R,"['Comedy', ' Drama', ' Sci-Fi']",91,6.4,68,18442,64.0
854,Village of the Damned,1960,Not Rated,"['Horror', ' Sci-Fi']",77,7.3,77,18310,73.0
855,The Stepford Wives,1975,PG,"['Horror', ' Mystery', ' Sci-Fi']",115,6.9,54,18678,69.0
856,Dark Star,1974,G,"['Comedy', ' Sci-Fi']",83,6.2,66,25788,62.0
857,Escape to Witch Mountain,1975,G,"['Adventure', ' Family', ' Fantasy']",97,6.3,60,10850,63.0
858,Beyond the Black Rainbow,2010,R,"['Horror', ' Mystery', ' Sci-Fi']",110,5.9,49,16055,59.0
859,The Last Days on Mars,2013,R,"['Adventure', ' Horror', ' Sci-Fi']",98,5.5,46,37955,55.0
860,Pulse,2006,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,4.7,27,29991,47.0
861,Hot Tub Time Machine 2,2015,R,"['Comedy', ' Mystery', ' Sci-Fi']",93,5.0,29,40168,50.0
862,Amazon Women on the Moon,1987,R,"['Comedy', ' Sci-Fi']",85,6.2,42,12230,62.0
863,Moonshot,2022,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",104,5.6,58,5819,56.0
864,The X Files: I Want to Believe,2008,PG-13,"['Crime', ' Drama', ' Horror']",104,5.9,47,92618,59.0
865,Fantastic Voyage,1966,PG,"['Adventure', ' Family', ' Sci-Fi']",100,6.8,72,19984,68.0
866,Black Sheep,2006,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",87,5.8,62,41355,58.0
867,Outland,1981,R,"['Action', ' Crime', ' Sci-Fi']",109,6.6,48,31100,66.0
868,Batman: Mask of the Phantasm,1993,PG,"['Animation', ' Action', ' Adventure']",76,7.8,65,53462,78.0
869,Sputnik,2020,Not Rated,"['Drama', ' Horror', ' Mystery']",113,6.4,61,25570,64.0
870,C.H.U.D.,1984,R,"['Horror', ' Sci-Fi']",88,5.6,57,13265,56.0
871,Conquest of the Planet of the Apes,1972,PG,"['Action', ' Sci-Fi']",88,6.1,49,34059,61.0
872,My Stepmother Is an Alien,1988,PG-13,"['Comedy', ' Sci-Fi']",105,5.4,47,27082,54.0
873,Chopping Mall,1986,R,"['Comedy', ' Horror', ' Sci-Fi']",77,5.6,22,15917,56.0
874,Monster Trucks,2016,PG,"['Action', ' Adventure', ' Comedy']",104,5.6,41,17927,56.0
875,The Man with Two Brains,1983,R,"['Comedy', ' Romance', ' Sci-Fi']",93,6.4,61,27028,64.0
876,Archive,2020,TV-MA,"['Drama', ' Mystery', ' Sci-Fi']",109,6.4,67,24563,64.0
877,Jimmy Neutron: Boy Genius,2001,G,"['Animation', ' Action', ' Adventure']",82,6.0,65,36319,60.0
878,Strange Brew,1983,PG,"['Comedy', ' Crime', ' Sci-Fi']",90,6.6,50,18051,66.0
879,Space Sweepers,2021,TV-MA,"['Action', ' Adventure', ' Drama']",136,6.5,64,27081,65.0
880,Little Fish,2020,Unrated,"['Drama', ' Romance', ' Sci-Fi']",101,6.9,71,6280,69.0
881,Ballistic: Ecks vs. Sever,2002,R,"['Action', ' Crime', ' Mystery']",91,3.6,19,20597,36.0
882,Stealth,2005,PG-13,"['Action', ' Adventure', ' Sci-Fi']",121,5.1,35,55157,51.0
883,Antiviral,2012,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",108,5.7,55,14644,57.0
884,My Favorite Martian,1999,PG,"['Comedy', ' Family', ' Sci-Fi']",94,5.1,33,14027,51.0
885,Victor Frankenstein,2015,PG-13,"['Drama', ' Horror', ' Sci-Fi']",110,5.9,36,58310,59.0
886,Kin,2018,PG-13,"['Action', ' Drama', ' Sci-Fi']",102,5.8,35,17891,58.0
887,Red Planet,2000,PG-13,"['Action', ' Sci-Fi', ' Thriller']",106,5.7,34,59030,57.0
888,Encounter,2021,R,"['Drama', ' Sci-Fi', ' Thriller']",108,5.9,57,10404,59.0
889,The Remaining,2014,PG-13,"['Drama', ' Horror', ' Mystery']",88,4.3,38,7842,43.0
890,The Invasion,2007,PG-13,"['Sci-Fi', ' Thriller']",99,5.9,45,80466,59.0
891,On the Beach,1959,Approved,"['Drama', ' Romance', ' Sci-Fi']",134,7.1,55,13831,71.0
892,Beyond Skyline,2017,R,"['Action', ' Adventure', ' Sci-Fi']",106,5.3,46,22639,53.0
893,Evangelion: 3.0+1.01 Thrice Upon a Time,2021,TV-MA,"['Animation', ' Action', ' Drama']",154,8.0,84,12122,80.0
894,Planet 51,2009,PG,"['Animation', ' Adventure', ' Comedy']",91,6.0,39,56913,60.0
895,Sea Fever,2019,,"['Drama', ' Horror', ' Mystery']",95,5.7,60,12662,57.0
896,Lucy in the Sky,2019,R,"['Drama', ' Romance', ' Sci-Fi']",124,4.9,36,8292,49.0
897,Saturn 3,1980,R,"['Adventure', ' Horror', ' Sci-Fi']",88,5.1,9,9982,51.0
898,The Specials,2000,R,"['Action', ' Comedy', ' Fantasy']",82,5.7,38,2442,57.0
899,The Fly,1958,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",94,7.1,62,24417,71.0
900,S1m0ne,2002,PG-13,"['Comedy', ' Drama', ' Sci-Fi']",117,6.1,49,61508,61.0
901,Big Bug,2022,TV-MA,"['Comedy', ' Sci-Fi']",111,5.5,46,9442,55.0
902,The Double,2013,R,"['Comedy', ' Drama', ' Mystery']",93,6.5,68,51751,65.0
903,Paradise Hills,2019,TV-14,"['Fantasy', ' Mystery', ' Sci-Fi']",95,5.2,49,16902,52.0
904,Dreamscape,1984,PG-13,"['Action', ' Adventure', ' Horror']",99,6.3,63,17408,63.0
905,The Lazarus Effect,2015,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",83,5.2,31,44903,52.0
906,The Invisible Man,1933,TV-PG,"['Horror', ' Sci-Fi']",71,7.6,87,37429,76.0
907,"Tomorrow, When the War Began",2010,R,"['Action', ' Adventure', ' Drama']",104,6.1,54,31563,61.0
908,The Tuxedo,2002,PG-13,"['Action', ' Comedy', ' Sci-Fi']",98,5.4,30,86119,54.0
909,Aliens in the Attic,2009,PG,"['Adventure', ' Comedy', ' Family']",86,5.4,42,23204,54.0
910,The Astronaut's Wife,1999,R,"['Drama', ' Sci-Fi', ' Thriller']",109,5.4,37,56543,54.0
911,Slaughterhouse-Five,1972,R,"['Comedy', ' Drama', ' Sci-Fi']",104,6.8,66,13489,68.0
912,Cowboy Bebop: The Movie,2001,TV-14,"['Animation', ' Action', ' Crime']",115,7.8,61,50642,78.0
913,Steel,1997,PG-13,"['Action', ' Adventure', ' Crime']",97,2.9,28,14492,29.0
914,Psycho Goreman,2020,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",95,6.2,67,14033,62.0
915,The Cave,2005,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",97,5.1,30,40123,51.0
916,Class of 1999,1990,R,"['Action', ' Horror', ' Sci-Fi']",99,5.9,33,8119,59.0
917,Fatman,2020,R,"['Action', ' Adventure', ' Comedy']",100,5.9,40,27761,59.0
918,Virus,1999,R,"['Action', ' Horror', ' Sci-Fi']",99,5.0,19,28960,50.0
919,The Ice Pirates,1984,PG,"['Action', ' Adventure', ' Comedy']",91,5.6,44,11339,56.0
920,The Philadelphia Experiment,1984,PG,"['Adventure', ' Drama', ' Romance']",102,6.1,44,16071,61.0
921,Cabin Fever,2016,R,"['Horror', ' Sci-Fi', ' Thriller']",99,3.7,14,10576,37.0
922,How to Talk to Girls at Parties,2017,R,"['Comedy', ' Music', ' Romance']",102,5.7,50,11810,57.0
923,Supernova,2000,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,4.8,19,18646,48.0
924,Split Second,1992,R,"['Action', ' Crime', ' Horror']",90,6.0,26,15742,60.0
925,The One I Love,2014,R,"['Comedy', ' Drama', ' Fantasy']",91,7.0,66,41445,70.0
926,After Midnight,2019,TV-MA,"['Drama', ' Horror', ' Romance']",83,5.3,55,4376,53.0
927,Next Exit,2022,,"['Comedy', ' Mystery', ' Romance']",106,5.6,59,1215,56.0
928,Empire of the Ants,1977,PG,"['Adventure', ' Horror', ' Sci-Fi']",89,4.2,26,5132,42.0
929,What Lies Below,2020,TV-MA,"['Drama', ' Horror', ' Mystery']",87,4.4,35,7967,44.0
930,Hellraiser: Bloodline,1996,R,"['Horror', ' Sci-Fi']",85,5.0,21,23307,50.0
931,Highlander II: The Quickening,1991,R,"['Action', ' Adventure', ' Fantasy']",91,4.2,31,46952,42.0
932,A Sound of Thunder,2005,PG-13,"['Action', ' Adventure', ' Horror']",110,4.2,24,20124,42.0
933,My Super Ex-Girlfriend,2006,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",96,5.2,50,65654,52.0
934,My Hero Academia: World Heroes' Mission,2021,PG-13,"['Animation', ' Action', ' Adventure']",101,7.1,51,4753,71.0
935,Multiplicity,1996,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",117,6.1,53,33941,61.0
936,The Machine,2013,R,"['Action', ' Drama', ' Sci-Fi']",91,6.0,52,31669,60.0
937,The Survivalist,2015,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",104,6.4,80,17996,64.0
938,The Congress,2013,Not Rated,"['Animation', ' Drama', ' Sci-Fi']",122,6.4,63,19277,64.0
939,Mars Needs Moms,2011,PG,"['Animation', ' Action', ' Adventure']",88,5.4,49,23219,54.0
940,Turbo Kid,2015,Not Rated,"['Action', ' Adventure', ' Comedy']",93,6.7,60,28873,67.0
941,Rabid,2019,Not Rated,"['Horror', ' Sci-Fi']",107,5.2,43,5858,52.0
942,John Dies at the End,2012,R,"['Comedy', ' Fantasy', ' Horror']",99,6.3,53,39434,63.0
943,Final Fantasy: The Spirits Within,2001,PG-13,"['Animation', ' Action', ' Adventure']",106,6.4,49,83000,64.0
944,Hardware,1990,R,"['Sci-Fi', ' Thriller']",94,5.9,41,15904,59.0
945,Turbo: A Power Rangers Movie,1997,PG,"['Action', ' Adventure', ' Family']",99,3.6,35,9327,36.0
946,Stake Land,2010,R,"['Drama', ' Horror', ' Sci-Fi']",98,6.4,66,43369,64.0
947,Double Team,1997,R,"['Action', ' Comedy', ' Sci-Fi']",93,4.8,44,35523,48.0
948,The Bride of Frankenstein,1935,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",75,7.8,95,50514,78.0
949,Jem and the Holograms,2015,PG,"['Adventure', ' Drama', ' Family']",118,4.2,42,8125,42.0
950,Pontypool,2008,Not Rated,"['Horror', ' Sci-Fi']",93,6.5,54,33657,65.0
951,Beavis and Butt-Head Do the Universe,2022,TV-14,"['Animation', ' Comedy', ' Sci-Fi']",87,7.0,70,12069,70.0
952,Voyage to the Bottom of the Sea,1961,PG,"['Action', ' Adventure', ' Sci-Fi']",105,6.0,49,6420,60.0
953,Alone in the Dark,2005,R,"['Action', ' Horror', ' Sci-Fi']",96,2.4,9,46236,24.0
954,Lockout,2012,PG-13,"['Action', ' Sci-Fi', ' Thriller']",95,6.0,48,99719,60.0
955,Upside Down,2012,PG-13,"['Drama', ' Fantasy', ' Romance']",109,6.3,45,72914,63.0
956,Skylines,2020,R,"['Action', ' Adventure', ' Sci-Fi']",113,4.7,46,8645,47.0
957,Warning,2021,R,"['Drama', ' Sci-Fi', ' Thriller']",86,4.6,53,5644,46.0
958,Demon Seed,1977,Approved,"['Horror', ' Sci-Fi']",94,6.3,55,9479,63.0
959,Fortress,1992,R,"['Action', ' Crime', ' Sci-Fi']",95,5.9,48,29635,59.0
960,Max Steel,2016,PG-13,"['Action', ' Adventure', ' Fantasy']",92,4.6,22,20094,46.0
961,Teen Titans GO! To the Movies,2018,PG,"['Animation', ' Action', ' Adventure']",84,6.7,69,20514,67.0
962,Meet Dave,2008,PG,"['Adventure', ' Comedy', ' Family']",90,5.1,43,42385,51.0
963,Vampire Hunter D: Bloodlust,2000,R,"['Animation', ' Action', ' Drama']",103,7.6,62,33462,76.0
964,The Girl Who Leapt Through Time,2006,TV-PG,"['Animation', ' Adventure', ' Comedy']",98,7.7,66,68350,77.0
965,Critters 2: The Main Course,1988,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,5.5,48,16035,55.0
966,These Final Hours,2013,R,"['Drama', ' Sci-Fi', ' Thriller']",87,6.6,61,18200,66.0
967,Superintelligence,2020,PG,"['Action', ' Comedy', ' Romance']",106,5.4,41,11731,54.0
968,Honeymoon,2014,R,"['Drama', ' Fantasy', ' Horror']",87,5.7,65,26650,57.0
969,Underdog,2007,PG,"['Action', ' Adventure', ' Comedy']",84,4.8,37,22175,48.0
970,Left Behind: The Movie,2000,PG-13,"['Action', ' Drama', ' Fantasy']",96,4.3,22,10153,43.0
971,Electric Dreams,1984,PG,"['Comedy', ' Drama', ' Music']",95,6.4,52,9370,64.0
972,Attack of the Killer Tomatoes!,1978,PG,"['Adventure', ' Comedy', ' Horror']",83,4.6,9,14296,46.0
973,Phantoms,1998,R,"['Horror', ' Sci-Fi', ' Thriller']",96,5.4,26,21620,54.0
974,The Man Who Killed Hitler and Then the Bigfoot,2018,Not Rated,"['Adventure', ' Drama', ' Sci-Fi']",98,5.7,51,12975,57.0
975,Project X,1987,PG,"['Comedy', ' Drama', ' Sci-Fi']",108,6.2,61,12493,62.0
976,Deadly Friend,1986,R,"['Drama', ' Horror', ' Sci-Fi']",91,5.5,44,8310,55.0
977,I Think We're Alone Now,2018,R,"['Drama', ' Mystery', ' Sci-Fi']",99,5.7,51,11548,57.0
978,The Incredible Shrinking Man,1957,Not Rated,"['Horror', ' Sci-Fi']",81,7.6,73,18892,76.0
979,On the Silver Globe,1988,Unrated,"['Adventure', ' Drama', ' Fantasy']",166,7.2,72,3874,72.0
980,Muppets from Space,1999,G,"['Adventure', ' Comedy', ' Family']",87,6.2,53,20101,62.0
981,See You Yesterday,2019,TV-MA,"['Action', ' Adventure', ' Crime']",84,5.3,74,11257,53.0
982,Aniara,2018,R,"['Drama', ' Sci-Fi']",106,6.3,61,10204,63.0
983,Zoe,2018,R,"['Drama', ' Romance', ' Sci-Fi']",104,6.1,39,9744,61.0
984,Upstream Color,2013,Not Rated,"['Drama', ' Sci-Fi']",96,6.5,81,34245,65.0
985,Piranha II: The Spawning,1981,R,"['Horror', ' Sci-Fi', ' Thriller']",94,3.8,15,9284,38.0
986,Superbabies: Baby Geniuses 2,2004,PG,"['Comedy', ' Family', ' Sci-Fi']",88,1.5,9,31385,15.0
987,Until the End of the World,1991,R,"['Action', ' Drama', ' Sci-Fi']",158,6.8,63,10778,68.0
988,Butt Boy,2019,TV-MA,"['Crime', ' Sci-Fi', ' Thriller']",99,5.6,56,1939,56.0
989,The Colony,2013,Not Rated,"['Action', ' Horror', ' Sci-Fi']",95,5.3,28,46216,53.0
990,Rubikon,2022,Not Rated,"['Drama', ' Sci-Fi']",110,4.9,49,3329,49.0
991,Brainstorm,1983,PG,"['Sci-Fi', ' Thriller']",106,6.4,57,12470,64.0
992,Come True,2020,Unrated,"['Horror', ' Sci-Fi']",105,6.0,68,9932,60.0
993,Proxima,2019,,"['Action', ' Adventure', ' Drama']",107,6.3,71,8260,63.0
994,Kaboom,2010,Not Rated,"['Comedy', ' Mystery', ' Romance']",86,5.7,64,13467,57.0
995,Freaked,1993,PG-13,"['Comedy', ' Sci-Fi']",80,6.3,58,7647,63.0
996,Solarbabies,1986,PG-13,"['Action', ' Adventure', ' Drama']",94,4.7,24,4765,47.0
997,Horror Express,1972,R,"['Adventure', ' Horror', ' Sci-Fi']",88,6.5,68,11791,65.0
998,Monkey Shines,1988,R,"['Drama', ' Horror', ' Sci-Fi']",113,6.2,71,12434,62.0
999,Sleeper,1973,PG,"['Comedy', ' Sci-Fi']",89,7.1,77,43859,71.0
1000,The Final Cut,2004,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,6.1,43,33691,61.0
1001,Meteor,1979,PG,"['Action', ' Drama', ' Sci-Fi']",108,5.0,27,7692,50.0
1002,Fullmetal Alchemist,2017,TV-14,"['Action', ' Adventure', ' Fantasy']",135,5.3,48,20767,53.0
1003,Battle for the Planet of the Apes,1973,G,"['Action', ' Sci-Fi']",93,5.4,40,32162,54.0
1004,Richard III,1995,R,"['Drama', ' Sci-Fi', ' War']",110,7.3,86,15138,73.0
1005,New Rose Hotel,1998,R,"['Drama', ' Mystery', ' Sci-Fi']",93,5.1,31,5747,51.0
1006,Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,TV-Y7,"['Animation', ' Action', ' Adventure']",82,6.0,61,5777,60.0
1007,Ticks,1993,R,"['Horror', ' Sci-Fi']",85,5.5,43,5388,55.0
1008,The Return of Swamp Thing,1989,PG-13,"['Action', ' Adventure', ' Comedy']",88,4.6,39,5948,46.0
1009,Memoirs of an Invisible Man,1992,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",99,6.0,48,25933,60.0
1010,It's Alive,1974,PG,"['Horror', ' Sci-Fi']",91,5.8,72,8378,58.0
1011,Alien Nation,1988,R,"['Action', ' Sci-Fi']",91,6.3,45,16171,63.0
1012,The Bay,2012,R,"['Horror', ' Sci-Fi', ' Thriller']",84,5.7,65,28501,57.0
1013,Slash/Back,2022,,"['Adventure', ' Horror', ' Sci-Fi']",86,5.7,67,1470,57.0
1014,Z for Zachariah,2015,PG-13,"['Drama', ' Romance', ' Sci-Fi']",98,6.0,68,31759,60.0
1015,Little Monsters,2019,R,"['Comedy', ' Horror', ' Sci-Fi']",93,6.3,59,18273,63.0
1016,Settlers,2021,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",103,4.8,56,5506,48.0
1017,I Still See You,2018,PG-13,"['Fantasy', ' Horror', ' Sci-Fi']",98,5.8,31,10752,58.0
1018,Dragon Ball Super: Broly,2018,PG,"['Animation', ' Action', ' Adventure']",100,7.7,59,29426,77.0
1019,I'm Totally Fine,2022,TV-MA,"['Comedy', ' Drama', ' Sci-Fi']",83,5.9,62,810,59.0
1020,Testament,1983,PG,"['Drama', ' Sci-Fi']",90,6.9,71,6771,69.0
1021,24 Hours to Live,2017,R,"['Action', ' Sci-Fi', ' Thriller']",93,5.8,37,15243,58.0
1022,Escape from Planet Earth,2012,PG,"['Animation', ' Adventure', ' Comedy']",89,5.8,35,26282,58.0
1023,Megaforce,1982,PG,"['Action', ' Sci-Fi']",99,3.6,18,4126,36.0
1024,After the Dark,2013,R,"['Drama', ' Fantasy', ' Sci-Fi']",107,5.6,37,22938,56.0
1025,Escape from Tomorrow,2013,Not Rated,"['Drama', ' Fantasy', ' Horror']",90,5.1,58,9901,51.0
1026,Return of the Living Dead II,1988,R,"['Comedy', ' Horror', ' Sci-Fi']",89,5.7,45,20637,57.0
1027,The Adventures of Pluto Nash,2002,PG-13,"['Action', ' Comedy', ' Sci-Fi']",95,3.8,12,26451,38.0
1028,Diary of the Dead,2007,R,"['Fantasy', ' Horror', ' Sci-Fi']",95,5.5,66,48346,55.0
1029,Universal Soldier: Day of Reckoning,2012,R,"['Action', ' Horror', ' Mystery']",114,5.0,58,20886,50.0
1030,It's Such a Beautiful Day,2012,Not Rated,"['Animation', ' Comedy', ' Drama']",62,8.2,90,14794,82.0
1031,Universal Soldier: The Return,1999,R,"['Action', ' Sci-Fi']",83,4.2,24,30046,42.0
1033,Kingsglaive: Final Fantasy XV,2016,PG-13,"['Animation', ' Action', ' Adventure']",110,6.7,35,22445,67.0
1034,Gentlemen Broncos,2009,PG-13,"['Adventure', ' Comedy', ' Sci-Fi']",90,6.1,28,11969,61.0
1035,The Manhattan Project,1986,PG-13,"['Sci-Fi', ' Thriller']",117,6.1,61,6476,61.0
